school,year,conference
Washington,2011,Pac-12
Washington,2012,Pac-12
Washington,2013,Pac-12
Washington,2014,Pac-12
Washington,2015,Pac-12
Washington,2016,Pac-12
Washington,2017,Pac-12
Washington,2018,Pac-12
Washington,2019,Pac-12
Washington,2020,Pac-12
Washington,2021,Pac-12
Washington,2022,Pac-12
Washington,2023,Pac-12
Washington,2024,Big Ten
Washington State,2010,Pac-12
Washington State,2011,Pac-12
Washington State,2012,Pac-12
Washington State,2013,Pac-12
Washington State,2014,Pac-12
Washington State,2015,Pac-12
Washington State,2016,Pac-12
Washington State,2017,Pac-12
Washington State,2018,Pac-12
Washington State,2019,Pac-12
Washington State,2020,Pac-12
Washington State,2021,Pac-12
Washington State,2022,Pac-12
Washington State,2023,Pac-12
Washington State,2024,Pac-12
Weber State,2010,Big Sky
Weber State,2011,Big Sky
Weber State,2012,Big Sky
Weber State,2013,Big Sky
Weber State,2014,Big Sky
Weber State,2015,Big Sky
Weber State,2016,Big Sky
Weber State,2017,Big Sky
Weber State,2018,Big Sky
Weber State,2019,Big Sky
Weber State,2020,Big Sky
Weber State,2021,Big Sky
Weber State,2022,Big Sky
Weber State,2023,Big Sky
Weber State,2024,Big Sky
West Virginia,2010,Big East
West Virginia,2011,Big East
West Virginia,2012,Big 12
West Virginia,2013,Big 12
West Virginia,2014,Big 12
West Virginia,2015,Big 12
West Virginia,2016,Big 12
West Virginia,2017,Big 12
West Virginia,2018,Big 12
West Virginia,2019,Big 12
West Virginia,2020,Big 12
West Virginia,2021,Big 12
West Virginia,2022,Big 12
West Virginia,2023,Big 12
West Virginia,2024,Big 12
Western Carolina,2010,Southern
Western Carolina,2011,Southern
Western Carolina,2012,Southern
Western Carolina,2013,Southern
Western Carolina,2014,Southern
Western Carolina,2015,Southern
Western Carolina,2016,Southern
Western Carolina,2017,Southern
Western Carolina,2018,Southern
Western Carolina,2019,Southern
Western Carolina,2020,Southern
Western Carolina,2021,Southern
Western Carolina,2022,Southern
Western Carolina,2023,Southern
Western Carolina,2024,Southern
Western Illinois,2010,Summit
Western Illinois,2011,Summit
Western Illinois,2012,Summit
Western Illinois,2013,Summit
Western Illinois,2014,Summit
Western Illinois,2015,Summit
Western Illinois,2016,Summit
Western Illinois,2017,Summit
Western Illinois,2018,Summit
Western Illinois,2019,Summit
Western Illinois,2020,Summit
Western Illinois,2021,Summit
Western Illinois,2022,Summit
Western Illinois,2023,Summit
Western Illinois,2024,Summit
Western Kentucky,2010,CUSA
Western Kentucky,2011,CUSA
Western Kentucky,2012,CUSA
Western Kentucky,2013,CUSA
Western Kentucky,2014,CUSA
Western Kentucky,2015,CUSA
Western Kentucky,2016,CUSA
Western Kentucky,2017,CUSA
Western Kentucky,2018,CUSA
Western Kentucky,2019,CUSA
Western Kentucky,2020,CUSA
Western Kentucky,2021,CUSA
Western Kentucky,2022,CUSA
Western Kentucky,2023,CUSA
Western Kentucky,2024,CUSA
Western Michigan,2010,MAC
Western Michigan,2011,MAC
Western Michigan,2012,MAC
Western Michigan,2013,MAC
Western Michigan,2014,MAC
Western Michigan,2015,MAC
Western Michigan,2016,MAC
Western Michigan,2017,MAC
Western Michigan,2018,MAC
Western Michigan,2019,MAC
Western Michigan,2020,MAC
Western Michigan,2021,MAC
Western Michigan,2022,MAC
Western Michigan,2023,MAC
Western Michigan,2024,MAC
Wichita State,2010,Missouri Valley
Wichita State,2011,Missouri Valley
Wichita State,2012,Missouri Valley
Wichita State,2013,Missouri Valley
Wichita State,2014,Missouri Valley
Wichita State,2015,Missouri Valley
Wichita State,2016,Missouri Valley
Wichita State,2017,Missouri Valley
Wichita State,2018,AAC
Wichita State,2019,AAC
Wichita State,2020,AAC
Wichita State,2021,AAC
Wichita State,2022,AAC
Wichita State,2023,AAC
Wichita State,2024,AAC
William & Mary,2010,CAA
William & Mary,2011,CAA
William & Mary,2012,CAA
William & Mary,2013,CAA
William & Mary,2014,CAA
William & Mary,2015,CAA
William & Mary,2016,CAA
William & Mary,2017,CAA
William & Mary,2018,CAA
William & Mary,2019,CAA
William & Mary,2020,CAA
William & Mary,2021,CAA
William & Mary,2022,CAA
William & Mary,2023,CAA
William & Mary,2024,CAA
Winthrop,2010,Big South
Winthrop,2011,Big South
Winthrop,2012,Big South
Winthrop,2013,Big South
Winthrop,2014,Big South
Winthrop,2015,Big South
Winthrop,2016,Big South
Winthrop,2017,Big South
Winthrop,2018,Big South
Winthrop,2019,Big South
Winthrop,2020,Big South
Winthrop,2021,Big South
Winthrop,2022,Big South
Winthrop,2023,Big South
Winthrop,2024,Big South
Wisconsin,2010,Big Ten
Wisconsin,2011,Big Ten
Wisconsin,2012,Big Ten
Wisconsin,2013,Big Ten
Wisconsin,2014,Big Ten
Wisconsin,2015,Big Ten
Wisconsin,2016,Big Ten
Wisconsin,2017,Big Ten
Wisconsin,2018,Big Ten
Wisconsin,2019,Big Ten
Wisconsin,2020,Big Ten
Wisconsin,2021,Big Ten
Wisconsin,2022,Big Ten
Wisconsin,2023,Big Ten
Wisconsin,2024,Big Ten
Wofford,2010,Southern
Wofford,2011,Southern
Wofford,2012,Southern
Wofford,2013,Southern
Wofford,2014,Southern
Wofford,2015,Southern
Wofford,2016,Southern
Wofford,2017,Southern
Wofford,2018,Southern
Wofford,2019,Southern
Wofford,2020,Southern
Wofford,2021,Southern
Wofford,2022,Southern
Wofford,2023,Southern
Wofford,2024,Southern
Wright State,2010,Horizon
Wright State,2011,Horizon
Wright State,2012,Horizon
Wright State,2013,Horizon
Wright State,2014,Horizon
Wright State,2015,Horizon
Wright State,2016,Horizon
Wright State,2017,Horizon
Wright State,2018,Horizon
Wright State,2019,Horizon
Wright State,2020,Horizon
Wright State,2021,Horizon
Wright State,2022,Horizon
Wright State,2023,Horizon
Wright State,2024,Horizon
Wyoming,2010,Mountain West
Wyoming,2011,Mountain West
Wyoming,2012,Mountain West
Wyoming,2013,Mountain West
Wyoming,2014,Mountain West
Wyoming,2015,Mountain West
Wyoming,2016,Mountain West
Wyoming,2017,Mountain West
Wyoming,2018,Mountain West
Wyoming,2019,Mountain West
Wyoming,2020,Mountain West
Wyoming,2021,Mountain West
Wyoming,2022,Mountain West
Wyoming,2023,Mountain West
Wyoming,2024,Mountain West
Xavier,2010,Big East
Xavier,2011,Big East
Xavier,2012,Big East
Xavier,2013,Big East
Xavier,2014,Big East
Xavier,2015,Big East
Xavier,2016,Big East
Xavier,2017,Big East
Xavier,2018,Big East
Xavier,2019,Big East
Xavier,2020,Big East
Xavier,2021,Big East
Xavier,2022,Big East
Xavier,2023,Big East
Xavier,2024,Big East
Yale,2010,Ivy
Yale,2011,Ivy
Yale,2012,Ivy
Yale,2013,Ivy
Yale,2014,Ivy
Yale,2015,Ivy
Yale,2016,Ivy
Yale,2017,Ivy
Yale,2018,Ivy
Yale,2019,Ivy
Yale,2020,Ivy
Yale,2021,Ivy
Yale,2022,Ivy
Yale,2023,Ivy
Yale,2024,Ivy
Youngstown State,2010,Horizon
Youngstown State,2011,Horizon
Youngstown State,2012,Horizon
Youngstown State,2013,Horizon
Youngstown State,2014,Horizon
Youngstown State,2015,Horizon
Youngstown State,2016,Horizon
Youngstown State,2017,Horizon
Youngstown State,2018,Horizon
Youngstown State,2019,Horizon
Youngstown State,2020,Horizon
Youngstown State,2021,Horizon
Youngstown State,2022,Horizon
Youngstown State,2023,Horizon
Youngstown State,2024,Horizon
